Parent	Child	-	Weight	Probability	Score
G7	G83	1	0.167502	0.997232	0.511247
G8	G83	-1	-0.113246	0.823971	-0.285596
G12	G83	1	0.125882	0.871073	0.335608
G18	G83	-1	-0.194066	0.997685	-0.592597
G20	G83	1	0.133128	0.712577	0.290348
G22	G83	-1	-0.099582	0.611451	-0.186362
G24	G83	1	0.080472	0.513228	0.126408
G25	G83	1	0.094447	0.535634	0.154836
G26	G83	1	0.128899	0.949126	0.374446
G27	G83	1	0.104786	0.775978	0.248867
G28	G83	1	0.26711	1	0.817533
G29	G83	-1	-0.078003	0.503368	-0.120174
G31	G83	1	0.105759	0.645664	0.208996
G35	G83	1	0.104582	0.839059	0.268574
G36	G83	1	0.183005	0.999853	0.560033
G37	G83	1	0.077688	0.542731	0.129048
G38	G83	1	0.105317	0.594929	0.19177
G39	G83	-1	-0.217679	0.997439	-0.664535
G44	G83	1	0.113878	0.836774	0.291652
G46	G83	-1	-0.163289	0.995029	-0.497289
G48	G83	1	0.118189	0.864742	0.312808
G49	G83	1	0.092772	0.621057	0.176345
G50	G83	-1	-0.088428	0.536714	-0.14526
G51	G83	-1	-0.129928	0.93392	-0.371388
G52	G83	1	0.114353	0.879847	0.307944
G55	G83	-1	-0.109322	0.802656	-0.268568
G62	G83	-1	-0.114266	0.763889	-0.267155
G67	G83	1	0.079569	0.536953	0.130766
G68	G83	1	0.089305	0.638436	0.174506
G69	G83	1	0.103479	0.72395	0.229285
G75	G83	1	0.107565	0.786321	0.258872
G77	G83	-1	-0.092216	0.568799	-0.160539
G85	G83	1	0.139957	0.964594	0.413195
G87	G83	-1	-0.091448	0.537023	-0.150309
G88	G83	-1	-0.102054	0.593843	-0.185489
G89	G83	1	0.107424	0.722443	0.237532
G90	G83	1	0.153609	0.987498	0.464268
G96	G83	1	0.075211	0.583392	0.134294
G98	G83	1	0.12221	0.924346	0.345747
G2	G84	1	0.079089	0.618066	0.149612
G4	G84	-1	-0.092834	0.81121	-0.230493
G8	G84	1	0.103329	0.914881	0.289334
G9	G84	-1	-0.109909	0.762975	-0.256661
G13	G84	1	0.090949	0.601878	0.167542
G17	G84	-1	-0.123279	0.966982	-0.364856
G20	G84	1	0.079871	0.537553	0.13141
G21	G84	1	0.102142	0.80203	0.250731
G22	G84	1	0.085508	0.662702	0.173437
G23	G84	-1	-0.088634	0.724462	-0.196531
G24	G84	1	0.113138	0.919986	0.318571
G25	G84	1	0.070393	0.50348	0.108475
G28	G84	1	0.08868	0.764493	0.207498
G29	G84	1	0.063235	0.518267	0.100305
G31	G84	1	0.13605	0.966371	0.402399
G35	G84	1	0.06257	0.616596	0.118081
G37	G84	1	0.103133	0.932585	0.294376
G39	G84	1	0.081518	0.602658	0.150364
G44	G84	-1	-0.072766	0.653504	-0.145543
G47	G84	-1	-0.11296	0.957447	-0.33102
G48	G84	1	0.139428	0.995603	0.424866
G49	G84	1	0.085979	0.751367	0.197724
G50	G84	1	0.079003	0.615056	0.148721
G51	G84	-1	-0.121547	0.985562	-0.366644
G53	G84	-1	-0.067418	0.562367	-0.11604
G54	G84	-1	-0.097663	0.745628	-0.222878
G55	G84	1	0.135208	0.990945	0.410079
G57	G84	-1	-0.087515	0.759132	-0.203337
G60	G84	-1	-0.095269	0.762834	-0.222432
G62	G84	-1	-0.101073	0.849495	-0.262793
G63	G84	-1	-0.059543	0.571168	-0.10409
G65	G84	1	0.129967	0.986098	0.392256
G69	G84	1	0.062311	0.516987	0.098596
G75	G84	1	0.113733	0.949684	0.330584
G76	G84	1	0.079595	0.737122	0.179572
G77	G84	1	0.103281	0.839712	0.26544
G81	G84	-1	-0.112836	0.927871	-0.320443
G85	G84	-1	-0.063978	0.595236	-0.116556
G89	G84	1	0.171922	0.999939	0.526162
G91	G84	-1	-0.094087	0.907791	-0.261414
G94	G84	1	0.087756	0.778068	0.208983
G96	G84	1	0.057324	0.55182	0.096817
G98	G84	1	0.057053	0.532782	0.093035
G1	G85	1	0.118521	0.891284	0.323315
G3	G85	1	0.111814	0.945468	0.323561
G5	G85	-1	-0.062981	0.570894	-0.110048
G7	G85	1	0.109882	0.963131	0.323914
G10	G85	1	0.084248	0.707575	0.182452
G13	G85	-1	-0.106778	0.670202	-0.219029
G14	G85	1	0.137155	0.880429	0.369592
G19	G85	-1	-0.148749	0.927548	-0.422287
G21	G85	1	0.079528	0.548286	0.133457
G25	G85	-1	-0.130626	0.888168	-0.355092
G26	G85	1	0.10848	0.950862	0.315707
G28	G85	1	0.177715	0.999723	0.543775
G29	G85	-1	-0.102843	0.843781	-0.265595
G33	G85	1	0.141005	0.94035	0.405826
G38	G85	1	0.082264	0.5602	0.141048
G40	G85	1	0.102041	0.93463	0.291897
G41	G85	1	0.093752	0.683813	0.196215
G44	G85	-1	-0.078891	0.672667	-0.162421
G45	G85	-1	-0.075988	0.720801	-0.16764
G52	G85	1	0.206217	0.999999	0.631161
G53	G85	-1	-0.076766	0.61635	-0.144814
G55	G85	-1	-0.143491	0.99103	-0.435238
G57	G85	1	0.182681	0.999889	0.559064
G59	G85	1	0.078453	0.531645	0.127657
G60	G85	-1	-0.091424	0.69417	-0.194241
G71	G85	-1	-0.098405	0.781008	-0.235228
G72	G85	-1	-0.087878	0.670557	-0.180356
G77	G85	-1	-0.083467	0.630889	-0.16117
G79	G85	1	0.128782	0.923243	0.363904
G81	G85	1	0.120192	0.943063	0.346922
G85	G85	1	0.1244	0.979885	0.373089
G86	G85	-1	-0.075182	0.521287	-0.119951
G88	G85	-1	-0.112267	0.808068	-0.277662
G89	G85	1	0.112058	0.905497	0.310559
G96	G85	1	0.172307	0.999907	0.527324
G97	G85	-1	-0.169371	0.993298	-0.514913
G98	G85	1	0.122631	0.983652	0.369196
G2	G86	-1	-0.086087	0.643921	-0.169662
G4	G86	-1	-0.068719	0.559361	-0.117648
G5	G86	1	0.084995	0.820979	0.213572
G7	G86	-1	-0.067906	0.640407	-0.133101
G12	G86	1	0.101934	0.856944	0.267355
G14	G86	1	0.14583	0.921566	0.411327
G19	G86	1	0.153634	0.946007	0.444833
G26	G86	1	0.115503	0.970458	0.343074
G27	G86	1	0.059708	0.504775	0.092245
G28	G86	1	0.07843	0.621146	0.149105
G29	G86	-1	-0.105509	0.875331	-0.282667
G33	G86	1	0.154838	0.974043	0.461607
G34	G86	-1	-0.148158	0.965358	-0.437753
G36	G86	1	0.067295	0.564315	0.11623
G39	G86	-1	-0.124335	0.892309	-0.339567
G40	G86	-1	-0.066991	0.643962	-0.132036
G46	G86	-1	-0.085414	0.794757	-0.207768
G48	G86	-1	-0.072483	0.633923	-0.140634
G50	G86	-1	-0.130735	0.937131	-0.374981
G56	G86	-1	-0.068783	0.526229	-0.110782
G57	G86	1	0.120445	0.950248	0.350301
G61	G86	1	0.10843	0.738941	0.245231
G63	G86	1	0.07304	0.69937	0.156346
G67	G86	1	0.111366	0.899017	0.306432
G69	G86	-1	-0.112085	0.918196	-0.314991
G73	G86	1	0.075395	0.519256	0.119823
G75	G86	1	0.080046	0.697801	0.170956
G81	G86	1	0.170387	0.999156	0.521057
G83	G86	-1	-0.130883	0.993475	-0.397974
G90	G86	1	0.114995	0.965575	0.339846
G92	G86	1	0.089143	0.769475	0.20994
G93	G86	-1	-0.071811	0.688478	-0.15132
G94	G86	-1	-0.077482	0.644183	-0.152765
G95	G86	1	0.091099	0.797563	0.222379
G96	G86	-1	-0.060865	0.558071	-0.103962
G98	G86	1	0.060322	0.539652	0.099634
G99	G86	1	0.11073	0.956526	0.324173
G8	G87	1	0.08156	0.675181	0.168544
G12	G87	1	0.099336	0.777323	0.236332
G15	G87	-1	-0.092566	0.555456	-0.157368
G18	G87	1	0.094516	0.780478	0.225777
G20	G87	-1	-0.141542	0.849207	-0.367886
G25	G87	1	0.08119	0.520302	0.129293
G29	G87	1	0.127385	0.946409	0.368988
G33	G87	-1	-0.091764	0.619006	-0.173853
G35	G87	1	0.101163	0.89431	0.276903
G39	G87	1	0.125229	0.849173	0.325474
G40	G87	1	0.205227	0.999994	0.628128
G46	G87	-1	-0.094453	0.806966	-0.233286
G47	G87	1	0.102081	0.865336	0.270362
G48	G87	-1	-0.11108	0.892862	-0.303553
G51	G87	1	0.073568	0.586793	0.132127
G53	G87	1	0.098524	0.765673	0.230888
G55	G87	-1	-0.079324	0.646781	-0.157029
G60	G87	1	0.10875	0.78896	0.262604
G62	G87	1	0.140265	0.974217	0.418236
G66	G87	1	0.14317	0.971346	0.42564
G67	G87	-1	-0.069201	0.520496	-0.110241
G73	G87	-1	-0.098134	0.648238	-0.194701
G88	G87	-1	-0.130194	0.872881	-0.347826
G90	G87	-1	-0.103903	0.890565	-0.283209
G91	G87	-1	-0.107882	0.922022	-0.304444
G96	G87	-1	-0.062705	0.534873	-0.102652
G4	G88	-1	-0.090824	0.743607	-0.206709
G6	G88	-1	-0.14691	0.898464	-0.403987
G10	G88	-1	-0.115224	0.920219	-0.324527
G11	G88	1	0.08347	0.517647	0.132246
G13	G88	1	0.11329	0.689853	0.239201
G17	G88	1	0.097701	0.786798	0.235276
G18	G88	1	0.128892	0.96319	0.379974
G24	G88	1	0.085943	0.663046	0.174409
G26	G88	-1	-0.156379	0.998508	-0.477908
G28	G88	1	0.144384	0.982722	0.434275
G35	G88	1	0.150704	0.997165	0.459948
G36	G88	-1	-0.132898	0.996459	-0.405315
G38	G88	1	0.082458	0.545401	0.137646
G39	G88	1	0.152616	0.969335	0.452784
G40	G88	1	0.09077	0.840345	0.233462
G46	G88	1	0.129086	0.984432	0.388937
G48	G88	-1	-0.211937	0.999994	-0.648664
G49	G88	-1	-0.082308	0.650268	-0.163813
G52	G88	1	0.105331	0.911583	0.29388
G53	G88	1	0.172478	0.998108	0.526898
G54	G88	-1	-0.142636	0.933535	-0.407545
G60	G88	-1	-0.117364	0.861625	-0.309506
G62	G88	1	0.073456	0.522207	0.117404
G73	G88	1	0.11373	0.796436	0.27723
G75	G88	1	0.065397	0.523949	0.104873
G85	G88	1	0.111371	0.924869	0.315259
G90	G88	-1	-0.159667	0.998941	-0.488171
G92	G88	1	0.152569	0.993067	0.463724
G93	G88	1	0.113289	0.957859	0.332128
G95	G88	1	0.15215	0.99428	0.463016
G96	G88	1	0.090877	0.832722	0.231617
G99	G88	-1	-0.15146	0.99783	-0.462562
G100	G88	-1	-0.095021	0.881037	-0.256231
G1	G89	1	0.112969	0.577041	0.199517
G3	G89	1	0.156989	0.928263	0.446021
G4	G89	1	0.242907	0.997846	0.741855
G5	G89	1	0.157592	0.954297	0.460293
G10	G89	1	0.166145	0.912124	0.463827
G11	G89	-1	-0.130734	0.570985	-0.228469
G12	G89	1	0.282096	0.999923	0.863334
G16	G89	1	0.210972	0.980006	0.632804
G18	G89	1	0.15723	0.900779	0.43348
G19	G89	1	0.216637	0.931111	0.617375
G24	G89	1	0.118891	0.647087	0.235465
G27	G89	1	0.233697	0.997915	0.713775
G28	G89	1	0.109177	0.575119	0.192178
G36	G89	-1	-0.145925	0.915581	-0.408925
G42	G89	-1	-0.201258	0.996011	-0.613527
G43	G89	-1	-0.161492	0.950567	-0.469838
G44	G89	-1	-0.118294	0.702989	-0.254524
G46	G89	-1	-0.105449	0.651698	-0.210331
G47	G89	-1	-0.091713	0.563986	-0.158312
G52	G89	-1	-0.195216	0.992209	-0.592837
G55	G89	1	0.124756	0.755926	0.288639
G59	G89	1	0.16398	0.770151	0.38653
G62	G89	-1	-0.255716	0.999441	-0.782224
G63	G89	1	0.142203	0.894551	0.38934
G64	G89	-1	-0.095258	0.525754	-0.153285
G65	G89	1	0.116953	0.69409	0.248452
G68	G89	-1	-0.10652	0.626281	-0.204181
G71	G89	1	0.137821	0.750726	0.316673
G72	G89	1	0.189481	0.949283	0.550525
G76	G89	-1	-0.116435	0.70143	-0.249968
G77	G89	1	0.142884	0.759648	0.332209
G80	G89	1	0.144301	0.661667	0.292229
G81	G89	-1	-0.15028	0.858358	-0.394808
G83	G89	-1	-0.175882	0.981937	-0.528591
G86	G89	1	0.149964	0.72182	0.331307
G94	G89	-1	-0.208314	0.987659	-0.629711
G98	G89	1	0.087758	0.528351	0.141915
G1	G90	1	0.226126	0.999626	0.691838
G4	G90	1	0.13607	0.939919	0.391444
G5	G90	-1	-0.065545	0.507059	-0.101722
G8	G90	-1	-0.081274	0.611992	-0.152235
G11	G90	1	0.149876	0.821524	0.376848
G14	G90	-1	-0.088672	0.500578	-0.135854
G16	G90	-1	-0.102867	0.649401	-0.204459
G21	G90	-1	-0.19115	0.996891	-0.583227
G23	G90	-1	-0.101463	0.705615	-0.219125
G27	G90	1	0.208317	0.999795	0.637457
G28	G90	1	0.132349	0.921417	0.373243
G30	G90	1	0.200532	0.999546	0.613482
G34	G90	-1	-0.154657	0.916926	-0.434029
G35	G90	1	0.106373	0.886935	0.288762
G36	G90	1	0.118182	0.943101	0.341135
G38	G90	1	0.085245	0.511597	0.133479
G40	G90	1	0.068165	0.561018	0.117045
G42	G90	1	0.070281	0.535119	0.115108
G47	G90	1	0.117439	0.913803	0.328457
G48	G90	-1	-0.084402	0.627801	-0.162178
G51	G90	1	0.074153	0.533187	0.121011
G53	G90	-1	-0.088974	0.624022	-0.169933
G60	G90	1	0.077396	0.500154	0.118478
G64	G90	1	0.084618	0.611737	0.158432
G65	G90	1	0.115166	0.864682	0.304787
G74	G90	-1	-0.083777	0.562916	-0.14434
G75	G90	-1	-0.167564	0.991226	-0.508358
G81	G90	1	0.096941	0.715464	0.21228
G82	G90	1	0.095609	0.561029	0.164173
G83	G90	1	0.077089	0.623349	0.147074
G90	G90	1	0.224277	0.999998	0.686434
G91	G90	1	0.09409	0.78755	0.226798
G95	G90	1	0.098613	0.75921	0.229144
G97	G90	-1	-0.239626	0.999831	-0.73329
G99	G90	1	0.085614	0.68471	0.179418
G1	G91	1	0.088832	0.567671	0.15434
G3	G91	1	0.12727	0.941224	0.366636
G6	G91	-1	-0.125318	0.703847	-0.269966
G8	G91	-1	-0.099703	0.761824	-0.232476
G10	G91	1	0.214275	0.999929	0.655776
G12	G91	1	0.164576	0.98714	0.497235
G14	G91	-1	-0.098113	0.553171	-0.166112
G16	G91	-1	-0.117101	0.755428	-0.270749
G17	G91	-1	-0.106025	0.762475	-0.247429
G23	G91	-1	-0.088913	0.589429	-0.160403
G24	G91	1	0.1329	0.905432	0.368294
G28	G91	1	0.120195	0.852537	0.313628
G32	G91	-1	-0.093973	0.522137	-0.150177
G33	G91	1	0.091472	0.568904	0.159274
G35	G91	1	0.086275	0.720955	0.190373
G36	G91	1	0.178312	0.999706	0.545593
G40	G91	1	0.183478	0.999441	0.561249
G42	G91	-1	-0.084197	0.662088	-0.170618
G43	G91	1	0.080373	0.618011	0.152028
G46	G91	1	0.150655	0.993219	0.457978
G47	G91	-1	-0.099236	0.774415	-0.235213
G50	G91	1	0.117206	0.769455	0.276024
G52	G91	1	0.143969	0.985207	0.434122
G53	G91	1	0.077439	0.534641	0.126718
G55	G91	1	0.094613	0.726237	0.210302
G56	G91	-1	-0.123592	0.882033	-0.33365
G57	G91	-1	-0.138036	0.933551	-0.394409
G59	G91	-1	-0.090595	0.531135	-0.147274
G60	G91	1	0.121394	0.807771	0.300125
G61	G91	1	0.182247	0.963961	0.537696
G62	G91	-1	-0.097136	0.659068	-0.195942
G66	G91	-1	-0.09475	0.642261	-0.186254
G67	G91	-1	-0.145068	0.94284	-0.418624
G68	G91	-1	-0.0774	0.555041	-0.131486
G69	G91	1	0.20312	0.99961	0.621439
G70	G91	1	0.178142	0.968745	0.52819
G77	G91	1	0.163651	0.980124	0.490926
G81	G91	-1	-0.078627	0.546506	-0.131518
G85	G91	1	0.169392	0.99609	0.516425
G86	G91	1	0.117811	0.720618	0.259839
G89	G91	1	0.17142	0.995076	0.522075
G93	G91	1	0.071951	0.58307	0.128403
G95	G91	1	0.236737	0.999985	0.724561
G99	G91	-1	-0.069642	0.523255	-0.111532
G3	G92	1	0.128236	0.934614	0.366824
G5	G92	-1	-0.070224	0.526207	-0.113099
G6	G92	-1	-0.127469	0.692743	-0.270268
G8	G92	1	0.087138	0.642054	0.171235
G12	G92	-1	-0.08345	0.55614	-0.142046
G17	G92	-1	-0.122117	0.849038	-0.317336
G22	G92	-1	-0.142409	0.866133	-0.377518
G24	G92	1	0.0792	0.507103	0.122924
G26	G92	-1	-0.079903	0.603603	-0.147614
G27	G92	1	0.138268	0.947778	0.401091
G32	G92	-1	-0.170238	0.878348	-0.457656
G37	G92	1	0.079682	0.57524	0.14029
G38	G92	1	0.11139	0.63464	0.216365
G40	G92	1	0.166796	0.997201	0.509077
G44	G92	1	0.147423	0.975337	0.440085
G45	G92	-1	-0.118515	0.903514	-0.327735
G46	G92	1	0.08316	0.630281	0.160421
G48	G92	1	0.130235	0.94435	0.376422
G59	G92	1	0.105519	0.605515	0.195556
G61	G92	1	0.142123	0.807033	0.351053
G62	G92	-1	-0.091742	0.589345	-0.165484
G64	G92	-1	-0.120305	0.841822	-0.30997
G65	G92	1	0.074245	0.521755	0.118563
G69	G92	1	0.093635	0.653723	0.187348
G72	G92	1	0.085154	0.51361	0.133861
G74	G92	-1	-0.117256	0.803114	-0.288222
G79	G92	1	0.093467	0.566897	0.162173
G85	G92	1	0.133041	0.946912	0.385575
G93	G92	1	0.152003	0.991895	0.461458
G94	G92	1	0.113687	0.81523	0.283665
G95	G92	1	0.149011	0.969378	0.442107
G97	G92	1	0.179212	0.980208	0.537653
G100	G92	-1	-0.06692	0.511806	-0.104827
G16	G93	-1	-0.104008	0.627253	-0.199676
G20	G93	1	0.205404	0.968551	0.608902
G26	G93	1	0.152371	0.987823	0.460677
G27	G93	1	0.156722	0.978342	0.469284
G28	G93	1	0.229612	0.99994	0.702722
G35	G93	-1	-0.076669	0.589529	-0.138337
G37	G93	1	0.142604	0.971358	0.423962
G40	G93	1	0.084231	0.680508	0.175436
G49	G93	-1	-0.084976	0.546894	-0.142238
G51	G93	-1	-0.148333	0.97775	-0.443896
G52	G93	1	0.171673	0.997391	0.524063
G61	G93	1	0.244909	0.998593	0.74853
G62	G93	-1	-0.114667	0.765463	-0.268645
G63	G93	1	0.164976	0.99629	0.503063
G64	G93	1	0.078281	0.519907	0.124566
G67	G93	1	0.106263	0.730635	0.237628
G74	G93	1	0.117015	0.820418	0.293829
G75	G93	-1	-0.123171	0.86346	-0.325512
G80	G93	1	0.184243	0.952455	0.537094
G84	G93	-1	-0.110698	0.668898	-0.226629
G85	G93	1	0.137502	0.954941	0.401884
G86	G93	1	0.211456	0.99078	0.641229
G87	G93	-1	-0.168362	0.937252	-0.482966
G92	G93	1	0.115059	0.822369	0.289603
G94	G93	1	0.167842	0.987896	0.507491
G96	G93	1	0.220937	0.999981	0.6762
G99	G93	-1	-0.129702	0.930619	-0.369432
G2	G94	-1	-0.110673	0.699528	-0.236953
G3	G94	1	0.146024	0.974962	0.43574
G4	G94	-1	-0.112445	0.79408	-0.273288
G16	G94	-1	-0.094382	0.563338	-0.162733
G17	G94	-1	-0.085636	0.568699	-0.149058
G18	G94	-1	-0.144822	0.95052	-0.421318
G25	G94	-1	-0.185922	0.969711	-0.55181
G28	G94	1	0.31667	1	0.969221
G31	G94	1	0.097434	0.589727	0.175863
G35	G94	1	0.068209	0.522408	0.109061
G36	G94	-1	-0.07771	0.527386	-0.125435
G37	G94	1	0.160044	0.991453	0.485653
G38	G94	1	0.087759	0.507306	0.136262
G40	G94	1	0.120397	0.928746	0.342237
G42	G94	1	0.146753	0.984921	0.44239
G47	G94	1	0.162837	0.992764	0.494782
G48	G94	1	0.096518	0.713733	0.210843
G49	G94	-1	-0.172831	0.989921	-0.523646
G52	G94	1	0.094061	0.749738	0.215842
G58	G94	1	0.156028	0.957608	0.457305
G61	G94	1	0.097149	0.544637	0.161943
G64	G94	1	0.171372	0.993355	0.521028
G68	G94	-1	-0.104741	0.767843	-0.246153
G69	G94	1	0.139848	0.937083	0.401097
G70	G94	1	0.187269	0.973438	0.557944
G73	G94	1	0.186302	0.986272	0.562379
G78	G94	1	0.090461	0.51045	0.141328
G80	G94	1	0.094349	0.521924	0.150716
G82	G94	-1	-0.164133	0.894467	-0.44934
G83	G94	1	0.092984	0.743294	0.211537
G84	G94	-1	-0.137758	0.836237	-0.352585
G85	G94	1	0.107996	0.832179	0.275068
G90	G94	-1	-0.111128	0.859237	-0.292249
G94	G94	1	0.141218	0.946556	0.409121
G98	G94	-1	-0.133831	0.960971	-0.393626
G1	G95	-1	-0.089811	0.571509	-0.157098
G17	G95	1	0.098266	0.700481	0.210676
G19	G95	1	0.152459	0.862882	0.402642
G21	G95	1	0.110721	0.695937	0.235838
G24	G95	1	0.110987	0.789248	0.268103
G25	G95	-1	-0.09755	0.576551	-0.172139
G27	G95	1	0.136974	0.951499	0.398897
G28	G95	1	0.10511	0.741091	0.238414
G35	G95	-1	-0.109111	0.878368	-0.293334
G36	G95	1	0.074357	0.528133	0.120193
G42	G95	1	0.104624	0.853761	0.273391
G43	G95	-1	-0.104637	0.82455	-0.264068
G46	G95	1	0.111273	0.877631	0.298893
G47	G95	1	0.103593	0.823254	0.261025
G49	G95	-1	-0.184753	0.996575	-0.56353
G50	G95	1	0.159484	0.96332	0.470222
G52	G95	1	0.211002	0.999966	0.645785
G53	G95	-1	-0.092788	0.639922	-0.181734
G55	G95	1	0.106608	0.812409	0.265083
G58	G95	1	0.109971	0.758583	0.255327
G60	G95	1	0.110647	0.735422	0.249054
G64	G95	1	0.110035	0.807257	0.271867
G66	G95	-1	-0.086238	0.570699	-0.150634
G69	G95	1	0.166086	0.991005	0.50376
G70	G95	1	0.176041	0.962385	0.518535
G73	G95	1	0.104045	0.633998	0.201895
G76	G95	1	0.094723	0.726578	0.210647
G78	G95	1	0.115926	0.67896	0.240901
G85	G95	1	0.161481	0.993025	0.49079
G89	G95	1	0.09635	0.654443	0.192992
G90	G95	-1	-0.125743	0.939873	-0.361718
G92	G95	-1	-0.077293	0.541439	-0.128087
G96	G95	1	0.10882	0.891357	0.296878
G99	G95	-1	-0.08978	0.70142	-0.192741
G100	G95	1	0.070655	0.566672	0.122544
G2	G96	1	0.102771	0.633149	0.199155
G3	G96	1	0.072818	0.529695	0.118054
G4	G96	-1	-0.145779	0.933771	-0.41663
G5	G96	1	0.199763	0.99987	0.611329
G7	G96	1	0.139635	0.97797	0.417959
G18	G96	1	0.154158	0.977758	0.461333
G24	G96	1	0.113826	0.765178	0.266575
G28	G96	1	0.191878	0.998111	0.586165
G30	G96	-1	-0.104509	0.746986	-0.238936
G32	G96	-1	-0.123596	0.644858	-0.24394
G35	G96	1	0.127804	0.949048	0.371235
G37	G96	1	0.132164	0.944074	0.381888
G40	G96	1	0.067331	0.518419	0.106834
G44	G96	-1	-0.141254	0.940134	-0.406449
G51	G96	-1	-0.127086	0.917318	-0.356807
G56	G96	1	0.114726	0.82101	0.288287
G60	G96	1	0.119721	0.76789	0.281375
G63	G96	1	0.104878	0.832835	0.267338
G65	G96	1	0.099108	0.71497	0.216877
G66	G96	-1	-0.095333	0.609419	-0.177818
G71	G96	-1	-0.084149	0.503249	-0.129612
G73	G96	1	0.142057	0.845197	0.367483
G74	G96	-1	-0.160825	0.973971	-0.479419
G77	G96	-1	-0.115623	0.735414	-0.260251
G82	G96	1	0.103899	0.577271	0.183572
G90	G96	1	0.141159	0.971982	0.419935
G91	G96	-1	-0.109221	0.838184	-0.280195
G92	G96	1	0.109694	0.777833	0.261147
G93	G96	1	0.166742	0.995489	0.508039
G95	G96	1	0.128018	0.899873	0.352588
G96	G96	1	0.122784	0.931906	0.35021
G2	G97	1	0.084407	0.558095	0.144179
G3	G97	-1	-0.064803	0.502967	-0.099759
G16	G97	-1	-0.094153	0.608818	-0.175444
G17	G97	1	0.133968	0.94517	0.387549
G19	G97	1	0.187106	0.973888	0.557714
G26	G97	-1	-0.123165	0.951786	-0.358792
G27	G97	1	0.07945	0.609482	0.148208
G28	G97	1	0.125436	0.906586	0.348053
G30	G97	-1	-0.09216	0.712751	-0.201047
G39	G97	1	0.096895	0.613353	0.181898
G40	G97	1	0.093079	0.822082	0.234197
G44	G97	-1	-0.130279	0.946201	-0.377287
G47	G97	1	0.129391	0.968024	0.38336
G50	G97	1	0.079045	0.517008	0.12508
G52	G97	1	0.100493	0.853701	0.262577
G53	G97	1	0.080066	0.577863	0.141607
G58	G97	1	0.119398	0.852935	0.311694
G62	G97	1	0.078951	0.530394	0.128165
G67	G97	1	0.087352	0.646235	0.172775
G68	G97	1	0.121599	0.926516	0.344825
G79	G97	1	0.10787	0.720544	0.23789
G81	G97	1	0.130338	0.936077	0.373422
G85	G97	1	0.081824	0.664479	0.166409
G86	G97	-1	-0.158422	0.932956	-0.452368
G94	G97	1	0.080028	0.595655	0.145899
G95	G97	1	0.123194	0.925313	0.348893
G97	G97	1	0.107171	0.735486	0.241251
G98	G97	-1	-0.125603	0.954685	-0.367008
G99	G97	1	0.090606	0.743267	0.206118
G100	G97	-1	-0.154047	0.995129	-0.469191
G1	G98	1	0.181391	0.978452	0.543213
G4	G98	-1	-0.085818	0.561478	-0.147478
G5	G98	1	0.132264	0.950363	0.384721
G7	G98	1	0.110987	0.8619	0.292782
G8	G98	-1	-0.096966	0.682286	-0.202488
G9	G98	1	0.119516	0.631118	0.230862
G11	G98	-1	-0.136983	0.702121	-0.29437
G12	G98	1	0.161931	0.971235	0.48136
G18	G98	1	0.080241	0.548121	0.134613
G19	G98	-1	-0.097637	0.525856	-0.157144
G26	G98	1	0.083116	0.614149	0.156234
G27	G98	1	0.139157	0.931902	0.396908
G30	G98	1	0.102215	0.7267	0.227346
G37	G98	1	0.131467	0.929813	0.374135
G40	G98	-1	-0.108179	0.839078	-0.277818
G45	G98	1	0.090806	0.703267	0.195456
G47	G98	-1	-0.105836	0.771312	-0.24985
G48	G98	-1	-0.147341	0.954179	-0.430298
G51	G98	1	0.09603	0.688158	0.20226
G52	G98	1	0.114803	0.868705	0.305239
G63	G98	1	0.093791	0.731835	0.210082
G65	G98	1	0.197286	0.997576	0.602362
G67	G98	1	0.149948	0.934098	0.428696
G75	G98	1	0.199137	0.998393	0.608512
G76	G98	-1	-0.085661	0.561422	-0.147192
G77	G98	-1	-0.107353	0.663018	-0.217848
G81	G98	-1	-0.13481	0.883932	-0.364718
G82	G98	1	0.13912	0.756739	0.322218
G84	G98	1	0.198038	0.981025	0.594625
G87	G98	1	0.213883	0.993105	0.650112
G88	G98	-1	-0.165167	0.922895	-0.466542
G89	G98	-1	-0.20331	0.999386	-0.621883
G91	G98	1	0.186431	0.998934	0.569994
G93	G98	-1	-0.085112	0.650401	-0.16943
G97	G98	1	0.111695	0.683418	0.233634
G99	G98	1	0.150423	0.977674	0.450115
G1	G99	1	0.112838	0.727861	0.251373
G2	G99	1	0.174268	0.967328	0.51595
G3	G99	-1	-0.079947	0.602327	-0.147383
G5	G99	1	0.118272	0.917503	0.332128
G8	G99	-1	-0.092546	0.684429	-0.193866
G12	G99	1	0.113858	0.807104	0.281261
G17	G99	-1	-0.084572	0.56567	-0.146421
G20	G99	1	0.133348	0.724906	0.295858
G24	G99	1	0.11658	0.806941	0.287927
G25	G99	-1	-0.122154	0.716516	-0.267885
G26	G99	-1	-0.08495	0.655914	-0.170539
G27	G99	1	0.194131	0.998436	0.593241
G28	G99	1	0.096766	0.651956	0.193089
G29	G99	1	0.085354	0.570177	0.148954
G34	G99	-1	-0.111331	0.656501	-0.223701
G45	G99	1	0.185731	0.998973	0.567875
G48	G99	-1	-0.077933	0.55143	-0.131531
G49	G99	-1	-0.078757	0.513352	-0.123742
G50	G99	1	0.082376	0.505911	0.127553
G51	G99	1	0.191182	0.999673	0.584951
G56	G99	-1	-0.203318	0.999806	-0.622167
G57	G99	1	0.150168	0.960451	0.441435
